Title,Description,Start Date,End Date
Agentes Autónomos - Autonomous Agents,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Agen tes Autónomos\nCódigo: 03727\nTurno: 03727T02\nInício: 2022-09-19 13:00\ nFim: 2022-09-19 14:30\nDocente: Luís Miguel Pina Coelho Teixeira Botelh o\n\nSemester: 2022/2023 - 1.º Semestre\nExecution course: Autonomous Ag ents\nCode: 03727\nShift: 03727T02\nBegin: 2022-09-19 13:00\nEnd: 2022-0 9-19 14:30\nTeacher: Luís Miguel Pina Coelho Teixeira Botelho\n\nLOCATION:Auditório B1.03\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Mon Sep 19 12:00:00 BST 2022,Mon Sep 19 13:30:00 BST 2022
Interacção Pessoa-Máquina - Human-Computer Interaction,"Semestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Inte racção Pessoa-Máquina\nCódigo: L5316\nTurno: L5316TP04\nInício: 2023-03- 15 13:00\nFim: 2023-03-15 14:30\nDocente: Pedro Figueiredo Santana\n\nSe mester: 2022/2023 - 2.º Semestre\nExecution course: Human-Computer Inter action\nCode: L5316\nShift: L5316TP04\nBegin: 2023-03-15 13:00\nEnd: 202 3-03-15 14:30\nTeacher: Pedro Figueiredo Santana\n\nLOCATION:2E05\, 2\, Edifício Sedas Nunes (ISCTE-IUL)\, ISCTE-IUL",Wed Mar 15 13:00:00 GMT 2023,Wed Mar 15 14:30:00 GMT 2023
Desenvolvimento para A Internet e Aplicações Móveis - Development,"  for Internet and Mobile AppsSemestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Dese nvolvimento para A Internet e Aplicações Móveis\nCódigo: 03728\nTurno: D IAMTP02\nInício: 2023-04-27 13:00\nFim: 2023-04-27 14:30\nDocente: Jorge  Manuel Anacleto Louçã\n\nSemester: 2022/2023 - 2.º Semestre\nExecution  course: Development for Internet and Mobile Apps\nCode: 03728\nShift: DI AMTP02\nBegin: 2023-04-27 13:00\nEnd: 2023-04-27 14:30\nTeacher: Jorge M anuel Anacleto Louçã\n\nLOCATION:D1.07\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Thu Apr 27 12:00:00 BST 2023,Thu Apr 27 13:30:00 BST 2023
Arquitetura de Redes - Network Arquitectures,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Arqu itetura de Redes\nCódigo: 03708\nTurno: 03708T02\nInício: 2022-09-19 14: 30\nFim: 2022-09-19 16:00\nDocente: Rui Miguel Neto Marinheiro\n\nSemest er: 2022/2023 - 1.º Semestre\nExecution course: Network Arquitectures\nC ode: 03708\nShift: 03708T02\nBegin: 2022-09-19 14:30\nEnd: 2022-09-19 16 :00\nTeacher: Rui Miguel Neto Marinheiro\n\nLOCATION:Auditório B1.03\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Mon Sep 19 13:30:00 BST 2022,Mon Sep 19 15:00:00 BST 2022
Desenvolvimento para A Internet e Aplicações Móveis - Development,"  for Internet and Mobile AppsSemestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Dese nvolvimento para A Internet e Aplicações Móveis\nCódigo: 03728\nTurno: D IAMTP02\nInício: 2023-03-31 13:00\nFim: 2023-03-31 14:30\nDocente: Jorge  Manuel Anacleto Louçã\n\nSemester: 2022/2023 - 2.º Semestre\nExecution  course: Development for Internet and Mobile Apps\nCode: 03728\nShift: DI AMTP02\nBegin: 2023-03-31 13:00\nEnd: 2023-03-31 14:30\nTeacher: Jorge M anuel Anacleto Louçã\n\nLOCATION:D1.05\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Fri Mar 31 12:00:00 BST 2023,Fri Mar 31 13:30:00 BST 2023
Descoberta e Extração de Conhecimento de Dados - Knowledge Discov," ery and Extraction From DataSemestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Desc oberta e Extração de Conhecimento de Dados\nCódigo: 03749\nTurno: DECDTP 03\nInício: 2023-04-19 18:00\nFim: 2023-04-19 19:30\nDocente: Ricardo Da niel Santos Faro Marques Ribeiro\n\nSemester: 2022/2023 - 2.º Semestre\n Execution course: Knowledge Discovery and Extraction From Data\nCode: 03 749\nShift: DECDTP03\nBegin: 2023-04-19 18:00\nEnd: 2023-04-19 19:30\nTe acher: Ricardo Daniel Santos Faro Marques Ribeiro\n\nLOCATION:D1.14\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Wed Apr 19 17:00:00 BST 2023,Wed Apr 19 18:30:00 BST 2023
Descoberta e Extração de Conhecimento de Dados - Knowledge Discov," ery and Extraction From DataSemestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Desc oberta e Extração de Conhecimento de Dados\nCódigo: 03749\nTurno: DECDTP 03\nInício: 2023-03-22 18:00\nFim: 2023-03-22 19:30\nDocente: Ricardo Da niel Santos Faro Marques Ribeiro\n\nSemester: 2022/2023 - 2.º Semestre\n Execution course: Knowledge Discovery and Extraction From Data\nCode: 03 749\nShift: DECDTP03\nBegin: 2023-03-22 18:00\nEnd: 2023-03-22 19:30\nTe acher: Ricardo Daniel Santos Faro Marques Ribeiro\n\nLOCATION:C6.02\, 6\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Wed Mar 22 18:00:00 GMT 2023,Wed Mar 22 19:30:00 GMT 2023
Processamento de Informação - Information Processing,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Proc essamento de Informação\nCódigo: L0779\nTurno: L0779TP02\nInício: 2022-1 0-28 14:30\nFim: 2022-10-28 16:00\nDocente: Pedro Joaquim Amaro Sebastiã o\n\nSemester: 2022/2023 - 1.º Semestre\nExecution course: Information P rocessing\nCode: L0779\nShift: L0779TP02\nBegin: 2022-10-28 14:30\nEnd:  2022-10-28 16:00\nTeacher: Pedro Joaquim Amaro Sebastião\n\nLOCATION:Auditório 1\, 1\, Edifício Sedas Nunes (ISCTE-IUL)\, ISCTE-IUL",Fri Oct 28 13:30:00 BST 2022,Fri Oct 28 15:00:00 BST 2022
Introdução à Ciência de Dados - Introduction to Data Science,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Intr odução à Ciência de Dados\nCódigo: 03583\nTurno: 03583TP04\nInício: 2022 -11-09 18:00\nFim: 2022-11-09 19:30\nDocente: Ana Maria Carvalho de Alme ida\n\nSemester: 2022/2023 - 1.º Semestre\nExecution course: Introductio n to Data Science\nCode: 03583\nShift: 03583TP04\nBegin: 2022-11-09 18:0 0\nEnd: 2022-11-09 19:30\nTeacher: Ana Maria Carvalho de Almeida\n\nLOCATION:D1.02\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Wed Nov 09 18:00:00 GMT 2022,Wed Nov 09 19:30:00 GMT 2022
Processamento de Informação - Information Processing,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Proc essamento de Informação\nCódigo: L0779\nTurno: L0779T01\nInício: 2022-11 -23 16:00\nFim: 2022-11-23 17:30\nDocente: Pedro Joaquim Amaro Sebastião \n\nSemester: 2022/2023 - 1.º Semestre\nExecution course: Information Pr ocessing\nCode: L0779\nShift: L0779T01\nBegin: 2022-11-23 16:00\nEnd: 20 22-11-23 17:30\nTeacher: Pedro Joaquim Amaro Sebastião\n\nLOCATION:Auditório 0NE02-Caiano Pereira\, 0\, Edifício Sedas Nunes (ISCTE -IUL)\, ISCTE-IUL",Wed Nov 23 16:00:00 GMT 2022,Wed Nov 23 17:30:00 GMT 2022
Programação Concorrente e Distribuída - Concurrent and Parallel P," rogrammingSemestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Prog ramação Concorrente e Distribuída\nCódigo: L5096\nTurno: L5096T03\nIníci o: 2022-11-14 16:00\nFim: 2022-11-14 17:30\nDocente: Luís Henrique Ramil o Mota\n\nSemester: 2022/2023 - 1.º Semestre\nExecution course: Concurre nt and Parallel Programming\nCode: L5096\nShift: L5096T03\nBegin: 2022-1 1-14 16:00\nEnd: 2022-11-14 17:30\nTeacher: Luís Henrique Ramilo Mota\n\ nLOCATION:Auditório B1.03\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Mon Nov 14 16:00:00 GMT 2022,Mon Nov 14 17:30:00 GMT 2022
Introdução à Ciência de Dados - Introduction to Data Science,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Intr odução à Ciência de Dados\nCódigo: 03583\nTurno: 03583TP04\nInício: 2022 -10-12 18:00\nFim: 2022-10-12 19:30\n\nSemester: 2022/2023 - 1.º Semestr e\nExecution course: Introduction to Data Science\nCode: 03583\nShift: 0 3583TP04\nBegin: 2022-10-12 18:00\nEnd: 2022-10-12 19:30\n\nLOCATION:D1.02\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Wed Oct 12 17:00:00 BST 2022,Wed Oct 12 18:30:00 BST 2022
Engenharia de Software - Software Engineering,"Semestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Enge nharia de Software\nCódigo: 03712\nTurno: EngST01\nInício: 2023-04-24 13 :00\nFim: 2023-04-24 14:30\nDocente: José Vicente Pereira dos Reis\n\nSe mester: 2022/2023 - 2.º Semestre\nExecution course: Software Engineering \nCode: 03712\nShift: EngST01\nBegin: 2023-04-24 13:00\nEnd: 2023-04-24  14:30\nTeacher: José Vicente Pereira dos Reis\n\nLOCATION:Auditório 0NE02-Caiano Pereira\, 0\, Edifício Sedas Nunes (ISCTE -IUL)\, ISCTE-IUL",Mon Apr 24 12:00:00 BST 2023,Mon Apr 24 13:30:00 BST 2023
Agentes Autónomos - Autonomous Agents,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Agen tes Autónomos\nCódigo: 03727\nTurno: 03727TP03\nInício: 2022-11-29 13:00 \nFim: 2022-11-29 14:30\nDocente: Susana Isabel de Carvalho Polido\n\nSe mester: 2022/2023 - 1.º Semestre\nExecution course: Autonomous Agents\nC ode: 03727\nShift: 03727TP03\nBegin: 2022-11-29 13:00\nEnd: 2022-11-29 1 4:30\nTeacher: Susana Isabel de Carvalho Polido\n\nLOCATION:D1.02\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Tue Nov 29 13:00:00 GMT 2022,Tue Nov 29 14:30:00 GMT 2022
Projeto de Integração de Sistemas de Informação Distribuídos - Di," stributed Information Systems Integration ProjectSemestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Proj eto de Integração de Sistemas de Informação Distribuídos\nCódigo: 03729\ nTurno: PISIDT01\nInício: 2023-03-06 14:30\nFim: 2023-03-06 16:00\nDocen te: Pedro de Paula Nogueira Ramos\n\nSemester: 2022/2023 - 2.º Semestre\ nExecution course: Distributed Information Systems Integration Project\n Code: 03729\nShift: PISIDT01\nBegin: 2023-03-06 14:30\nEnd: 2023-03-06 1 6:00\nTeacher: Pedro de Paula Nogueira Ramos\n\nLOCATION:Auditório B1.04\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Mon Mar 06 14:30:00 GMT 2023,Mon Mar 06 16:00:00 GMT 2023
Engenharia de Software - Software Engineering,"Semestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Enge nharia de Software\nCódigo: 03712\nTurno: EngSTP03\nInício: 2023-03-28 1 3:00\nFim: 2023-03-28 14:30\nDocente: Vítor Manuel Basto Fernandes\n\nSe mester: 2022/2023 - 2.º Semestre\nExecution course: Software Engineering \nCode: 03712\nShift: EngSTP03\nBegin: 2023-03-28 13:00\nEnd: 2023-03-28  14:30\nTeacher: Vítor Manuel Basto Fernandes\n\nLOCATION:D1.02\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Tue Mar 28 12:00:00 BST 2023,Tue Mar 28 13:30:00 BST 2023
Agentes Autónomos - Autonomous Agents,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Agen tes Autónomos\nCódigo: 03727\nTurno: 03727PL05\nInício: 2022-09-21 14:30 \nFim: 2022-09-21 16:00\nDocente: Luís Miguel Pina Coelho Teixeira Botel ho\n\nSemester: 2022/2023 - 1.º Semestre\nExecution course: Autonomous A gents\nCode: 03727\nShift: 03727PL05\nBegin: 2022-09-21 14:30\nEnd: 2022 -09-21 16:00\nTeacher: Luís Miguel Pina Coelho Teixeira Botelho\n\nLOCATION:C4.01\, 4\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Wed Sep 21 13:30:00 BST 2022,Wed Sep 21 15:00:00 BST 2022
Introdução à Ciência de Dados - Introduction to Data Science,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Intr odução à Ciência de Dados\nCódigo: 03583\nTurno: 03583TP04\nInício: 2022 -10-27 18:00\nFim: 2022-10-27 19:30\n\nSemester: 2022/2023 - 1.º Semestr e\nExecution course: Introduction to Data Science\nCode: 03583\nShift: 0 3583TP04\nBegin: 2022-10-27 18:00\nEnd: 2022-10-27 19:30\n\nLOCATION:D1.02\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Thu Oct 27 17:00:00 BST 2022,Thu Oct 27 18:30:00 BST 2022
Agentes Autónomos - Autonomous Agents,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Agen tes Autónomos\nCódigo: 03727\nTurno: 03727TP03\nInício: 2022-12-06 13:00 \nFim: 2022-12-06 14:30\nDocente: Susana Isabel de Carvalho Polido\n\nSe mester: 2022/2023 - 1.º Semestre\nExecution course: Autonomous Agents\nC ode: 03727\nShift: 03727TP03\nBegin: 2022-12-06 13:00\nEnd: 2022-12-06 1 4:30\nTeacher: Susana Isabel de Carvalho Polido\n\nLOCATION:C4.02\, 4\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Tue Dec 06 13:00:00 GMT 2022,Tue Dec 06 14:30:00 GMT 2022
Projeto de Integração de Sistemas de Informação Distribuídos - Di," stributed Information Systems Integration ProjectSemestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Proj eto de Integração de Sistemas de Informação Distribuídos\nCódigo: 03729\ nTurno: PISIDTP04\nInício: 2023-03-30 14:30\nFim: 2023-03-30 16:00\nDoce nte: Pedro de Paula Nogueira Ramos\n\nSemester: 2022/2023 - 2.º Semestre \nExecution course: Distributed Information Systems Integration Project\ nCode: 03729\nShift: PISIDTP04\nBegin: 2023-03-30 14:30\nEnd: 2023-03-30  16:00\nTeacher: Pedro de Paula Nogueira Ramos\n\nLOCATION:C5.01\, 5\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Thu Mar 30 13:30:00 BST 2023,Thu Mar 30 15:00:00 BST 2023
Descoberta e Extração de Conhecimento de Dados - Knowledge Discov," ery and Extraction From DataSemestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Desc oberta e Extração de Conhecimento de Dados\nCódigo: 03749\nTurno: DECDTP 03\nInício: 2023-03-29 19:30\nFim: 2023-03-29 21:00\nDocente: Ricardo Da niel Santos Faro Marques Ribeiro\n\nSemester: 2022/2023 - 2.º Semestre\n Execution course: Knowledge Discovery and Extraction From Data\nCode: 03 749\nShift: DECDTP03\nBegin: 2023-03-29 19:30\nEnd: 2023-03-29 21:00\nTe acher: Ricardo Daniel Santos Faro Marques Ribeiro\n\nLOCATION:C6.02\, 6\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Wed Mar 29 18:30:00 BST 2023,Wed Mar 29 20:00:00 BST 2023
Arquitetura de Redes - Network Arquitectures,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Arqu itetura de Redes\nCódigo: 03708\nTurno: 03708PL25\nInício: 2022-11-28 14 :30\nFim: 2022-11-28 16:00\nDocente: José André Rocha Sá Moura\n\nSemest er: 2022/2023 - 1.º Semestre\nExecution course: Network Arquitectures\nC ode: 03708\nShift: 03708PL25\nBegin: 2022-11-28 14:30\nEnd: 2022-11-28 1 6:00\nTeacher: José André Rocha Sá Moura\n\nLOCATION:C7.09\, 7\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Mon Nov 28 14:30:00 GMT 2022,Mon Nov 28 16:00:00 GMT 2022
Introdução à Ciência de Dados - Introduction to Data Science,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Intr odução à Ciência de Dados\nCódigo: 03583\nTurno: 03583TP04\nInício: 2022 -10-20 17:30\nFim: 2022-10-20 19:00\nDocente: Ana Maria Carvalho de Alme ida\n\nSemester: 2022/2023 - 1.º Semestre\nExecution course: Introductio n to Data Science\nCode: 03583\nShift: 03583TP04\nBegin: 2022-10-20 17:3 0\nEnd: 2022-10-20 19:00\nTeacher: Ana Maria Carvalho de Almeida\n\nLOCATION:D1.09\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Thu Oct 20 16:30:00 BST 2022,Thu Oct 20 18:00:00 BST 2022
Arquitetura de Redes - Network Arquitectures,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Arqu itetura de Redes\nCódigo: 03708\nTurno: 03708TP05\nInício: 2022-10-19 13 :00\nFim: 2022-10-19 14:30\nDocente: José André Rocha Sá Moura\n\nSemest er: 2022/2023 - 1.º Semestre\nExecution course: Network Arquitectures\nC ode: 03708\nShift: 03708TP05\nBegin: 2022-10-19 13:00\nEnd: 2022-10-19 1 4:30\nTeacher: José André Rocha Sá Moura\n\nLOCATION:C4.02\, 4\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Wed Oct 19 12:00:00 BST 2022,Wed Oct 19 13:30:00 BST 2022
Projeto de Integração de Sistemas de Informação Distribuídos - Di," stributed Information Systems Integration ProjectSemestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Proj eto de Integração de Sistemas de Informação Distribuídos\nCódigo: 03729\ nTurno: PISIDPL05\nInício: 2023-04-27 16:00\nFim: 2023-04-27 17:30\nDoce nte: Pedro de Paula Nogueira Ramos\n\nSemester: 2022/2023 - 2.º Semestre \nExecution course: Distributed Information Systems Integration Project\ nCode: 03729\nShift: PISIDPL05\nBegin: 2023-04-27 16:00\nEnd: 2023-04-27  17:30\nTeacher: Pedro de Paula Nogueira Ramos\n\nLOCATION:D1.11\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Thu Apr 27 15:00:00 BST 2023,Thu Apr 27 16:30:00 BST 2023
Desenvolvimento para A Internet e Aplicações Móveis - Development,"  for Internet and Mobile AppsSemestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Dese nvolvimento para A Internet e Aplicações Móveis\nCódigo: 03728\nTurno: D IAMTP02\nInício: 2023-05-03 16:00\nFim: 2023-05-03 17:30\nDocente: Jorge  Manuel Anacleto Louçã\n\nSemester: 2022/2023 - 2.º Semestre\nExecution  course: Development for Internet and Mobile Apps\nCode: 03728\nShift: DI AMTP02\nBegin: 2023-05-03 16:00\nEnd: 2023-05-03 17:30\nTeacher: Jorge M anuel Anacleto Louçã\n\nLOCATION:D1.07\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Wed May 03 15:00:00 BST 2023,Wed May 03 16:30:00 BST 2023
Desenvolvimento para A Internet e Aplicações Móveis - Development,"  for Internet and Mobile AppsSemestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Dese nvolvimento para A Internet e Aplicações Móveis\nCódigo: 03728\nTurno: D IAMTP02\nInício: 2023-05-17 16:00\nFim: 2023-05-17 17:30\nDocente: Jorge  Manuel Anacleto Louçã\n\nSemester: 2022/2023 - 2.º Semestre\nExecution  course: Development for Internet and Mobile Apps\nCode: 03728\nShift: DI AMTP02\nBegin: 2023-05-17 16:00\nEnd: 2023-05-17 17:30\nTeacher: Jorge M anuel Anacleto Louçã\n\nLOCATION:D1.07\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Wed May 17 15:00:00 BST 2023,Wed May 17 16:30:00 BST 2023
Arquitetura de Redes - Network Arquitectures,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Arqu itetura de Redes\nCódigo: 03708\nTurno: 03708T02\nInício: 2022-10-10 14: 30\nFim: 2022-10-10 16:00\nDocente: Rui Miguel Neto Marinheiro\n\nSemest er: 2022/2023 - 1.º Semestre\nExecution course: Network Arquitectures\nC ode: 03708\nShift: 03708T02\nBegin: 2022-10-10 14:30\nEnd: 2022-10-10 16 :00\nTeacher: Rui Miguel Neto Marinheiro\n\nLOCATION:Auditório B1.03\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Mon Oct 10 13:30:00 BST 2022,Mon Oct 10 15:00:00 BST 2022
Engenharia de Software - Software Engineering,"Semestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Enge nharia de Software\nCódigo: 03712\nTurno: EngSTP03\nInício: 2023-02-07 1 4:30\nFim: 2023-02-07 16:00\nDocente: Fernando Manuel Pereira da Costa B rito e Abreu\n\nSemester: 2022/2023 - 2.º Semestre\nExecution course: So ftware Engineering\nCode: 03712\nShift: EngSTP03\nBegin: 2023-02-07 14:3 0\nEnd: 2023-02-07 16:00\nTeacher: Fernando Manuel Pereira da Costa Brit o e Abreu\n\nLOCATION:D1.02\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Tue Feb 07 14:30:00 GMT 2023,Tue Feb 07 16:00:00 GMT 2023
Projeto de Integração de Sistemas de Informação Distribuídos - Di," stributed Information Systems Integration ProjectSemestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Proj eto de Integração de Sistemas de Informação Distribuídos\nCódigo: 03729\ nTurno: PISIDTP04\nInício: 2023-03-23 14:30\nFim: 2023-03-23 16:00\nDoce nte: Pedro de Paula Nogueira Ramos\n\nSemester: 2022/2023 - 2.º Semestre \nExecution course: Distributed Information Systems Integration Project\ nCode: 03729\nShift: PISIDTP04\nBegin: 2023-03-23 14:30\nEnd: 2023-03-23  16:00\nTeacher: Pedro de Paula Nogueira Ramos\n\nLOCATION:C5.01\, 5\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Thu Mar 23 14:30:00 GMT 2023,Thu Mar 23 16:00:00 GMT 2023
Arquitetura de Redes - Network Arquitectures,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Arqu itetura de Redes\nCódigo: 03708\nTurno: 03708TP05\nInício: 2022-09-14 13 :00\nFim: 2022-09-14 14:30\nDocente: João Carlos Marques Silva\n\nSemest er: 2022/2023 - 1.º Semestre\nExecution course: Network Arquitectures\nC ode: 03708\nShift: 03708TP05\nBegin: 2022-09-14 13:00\nEnd: 2022-09-14 1 4:30\nTeacher: João Carlos Marques Silva\n\nLOCATION:C4.02\, 4\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Wed Sep 14 12:00:00 BST 2022,Wed Sep 14 13:30:00 BST 2022
Programação Concorrente e Distribuída - Concurrent and Parallel P," rogrammingSemestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Prog ramação Concorrente e Distribuída\nCódigo: L5096\nTurno: L5096TP05\nIníc io: 2022-11-22 16:00\nFim: 2022-11-22 17:30\nDocente: Caroline Conti\n\n Semester: 2022/2023 - 1.º Semestre\nExecution course: Concurrent and Par allel Programming\nCode: L5096\nShift: L5096TP05\nBegin: 2022-11-22 16:0 0\nEnd: 2022-11-22 17:30\nTeacher: Caroline Conti\n\nLOCATION:C5.09\, 5\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Tue Nov 22 16:00:00 GMT 2022,Tue Nov 22 17:30:00 GMT 2022
Projeto de Integração de Sistemas de Informação Distribuídos - Di," stributed Information Systems Integration ProjectSemestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Proj eto de Integração de Sistemas de Informação Distribuídos\nCódigo: 03729\ nTurno: PISIDPL05\nInício: 2023-03-02 16:00\nFim: 2023-03-02 17:30\nDoce nte: Pedro de Paula Nogueira Ramos\n\nSemester: 2022/2023 - 2.º Semestre \nExecution course: Distributed Information Systems Integration Project\ nCode: 03729\nShift: PISIDPL05\nBegin: 2023-03-02 16:00\nEnd: 2023-03-02  17:30\nTeacher: Pedro de Paula Nogueira Ramos\n\nLOCATION:D1.11\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Thu Mar 02 16:00:00 GMT 2023,Thu Mar 02 17:30:00 GMT 2023
Engenharia de Software - Software Engineering,"Semestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Enge nharia de Software\nCódigo: 03712\nTurno: EngSTP03\nInício: 2023-05-02 1 4:30\nFim: 2023-05-02 16:00\nDocente: José Vicente Pereira dos Reis\n\nS emester: 2022/2023 - 2.º Semestre\nExecution course: Software Engineerin g\nCode: 03712\nShift: EngSTP03\nBegin: 2023-05-02 14:30\nEnd: 2023-05-0 2 16:00\nTeacher: José Vicente Pereira dos Reis\n\nLOCATION:D1.02\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Tue May 02 13:30:00 BST 2023,Tue May 02 15:00:00 BST 2023
Desenvolvimento para A Internet e Aplicações Móveis - Development,"  for Internet and Mobile AppsSemestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Dese nvolvimento para A Internet e Aplicações Móveis\nCódigo: 03728\nTurno: D IAMTP02\nInício: 2023-04-19 16:00\nFim: 2023-04-19 17:30\nDocente: Jorge  Manuel Anacleto Louçã\n\nSemester: 2022/2023 - 2.º Semestre\nExecution  course: Development for Internet and Mobile Apps\nCode: 03728\nShift: DI AMTP02\nBegin: 2023-04-19 16:00\nEnd: 2023-04-19 17:30\nTeacher: Jorge M anuel Anacleto Louçã\n\nLOCATION:D1.07\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Wed Apr 19 15:00:00 BST 2023,Wed Apr 19 16:30:00 BST 2023
Programação Concorrente e Distribuída - Concurrent and Parallel P," rogrammingSemestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Prog ramação Concorrente e Distribuída\nCódigo: L5096\nTurno: L5096TP05\nIníc io: 2022-10-18 14:30\nFim: 2022-10-18 16:00\nDocente: Caroline Conti\n\n Semester: 2022/2023 - 1.º Semestre\nExecution course: Concurrent and Par allel Programming\nCode: L5096\nShift: L5096TP05\nBegin: 2022-10-18 14:3 0\nEnd: 2022-10-18 16:00\nTeacher: Caroline Conti\n\nLOCATION:C5.09\, 5\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Tue Oct 18 13:30:00 BST 2022,Tue Oct 18 15:00:00 BST 2022
Programação Concorrente e Distribuída - Concurrent and Parallel P," rogrammingSemestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Prog ramação Concorrente e Distribuída\nCódigo: L5096\nTurno: L5096TP05\nIníc io: 2022-09-20 14:30\nFim: 2022-09-20 16:00\nDocente: Caroline Conti\n\n Semester: 2022/2023 - 1.º Semestre\nExecution course: Concurrent and Par allel Programming\nCode: L5096\nShift: L5096TP05\nBegin: 2022-09-20 14:3 0\nEnd: 2022-09-20 16:00\nTeacher: Caroline Conti\n\nLOCATION:C5.09\, 5\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Tue Sep 20 13:30:00 BST 2022,Tue Sep 20 15:00:00 BST 2022
Interacção Pessoa-Máquina - Human-Computer Interaction,"Semestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Inte racção Pessoa-Máquina\nCódigo: L5316\nTurno: L5316T02\nInício: 2023-05-1 2 14:30\nFim: 2023-05-12 16:00\nDocente: Pedro Cláudio de Faria Lopes\n\ nSemester: 2022/2023 - 2.º Semestre\nExecution course: Human-Computer In teraction\nCode: L5316\nShift: L5316T02\nBegin: 2023-05-12 14:30\nEnd: 2 023-05-12 16:00\nTeacher: Pedro Cláudio de Faria Lopes\n\nLOCATION:Auditório 0NE02-Caiano Pereira\, 0\, Edifício Sedas Nunes (ISCTE -IUL)\, ISCTE-IUL",Fri May 12 13:30:00 BST 2023,Fri May 12 15:00:00 BST 2023
