Title,Description,Start Date,End Date
Interacção Pessoa-Máquina - Human-Computer Interaction,"Semestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Inte racção Pessoa-Máquina\nCódigo: L5316\nTurno: L5316TP04\nInício: 2023-04- 19 14:30\nFim: 2023-04-19 16:00\nDocente: Pedro Figueiredo Santana\n\nSe mester: 2022/2023 - 2.º Semestre\nExecution course: Human-Computer Inter action\nCode: L5316\nShift: L5316TP04\nBegin: 2023-04-19 14:30\nEnd: 202 3-04-19 16:00\nTeacher: Pedro Figueiredo Santana\n\nLOCATION:C2.01\, 2\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Wed Apr 19 13:30:00 BST 2023,Wed Apr 19 15:00:00 BST 2023
Agentes Autónomos - Autonomous Agents,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Agen tes Autónomos\nCódigo: 03727\nTurno: 03727PL05\nInício: 2022-11-16 14:30 \nFim: 2022-11-16 16:00\nDocente: Luís Miguel Pina Coelho Teixeira Botel ho\n\nSemester: 2022/2023 - 1.º Semestre\nExecution course: Autonomous A gents\nCode: 03727\nShift: 03727PL05\nBegin: 2022-11-16 14:30\nEnd: 2022 -11-16 16:00\nTeacher: Luís Miguel Pina Coelho Teixeira Botelho\n\nLOCATION:C4.01\, 4\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Wed Nov 16 14:30:00 GMT 2022,Wed Nov 16 16:00:00 GMT 2022
Agentes Autónomos - Autonomous Agents,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Agen tes Autónomos\nCódigo: 03727\nTurno: 03727T02\nInício: 2022-12-05 13:00\ nFim: 2022-12-05 14:30\nDocente: Luís Miguel Pina Coelho Teixeira Botelh o\n\nSemester: 2022/2023 - 1.º Semestre\nExecution course: Autonomous Ag ents\nCode: 03727\nShift: 03727T02\nBegin: 2022-12-05 13:00\nEnd: 2022-1 2-05 14:30\nTeacher: Luís Miguel Pina Coelho Teixeira Botelho\n\nLOCATION:Auditório B1.03\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Mon Dec 05 13:00:00 GMT 2022,Mon Dec 05 14:30:00 GMT 2022
Desenvolvimento para A Internet e Aplicações Móveis - Development,"  for Internet and Mobile AppsSemestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Dese nvolvimento para A Internet e Aplicações Móveis\nCódigo: 03728\nTurno: D IAMTP02\nInício: 2023-05-04 13:00\nFim: 2023-05-04 14:30\nDocente: Jorge  Manuel Anacleto Louçã\n\nSemester: 2022/2023 - 2.º Semestre\nExecution  course: Development for Internet and Mobile Apps\nCode: 03728\nShift: DI AMTP02\nBegin: 2023-05-04 13:00\nEnd: 2023-05-04 14:30\nTeacher: Jorge M anuel Anacleto Louçã\n\nLOCATION:D1.07\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Thu May 04 12:00:00 BST 2023,Thu May 04 13:30:00 BST 2023
Desenvolvimento para A Internet e Aplicações Móveis - Development,"  for Internet and Mobile AppsSemestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Dese nvolvimento para A Internet e Aplicações Móveis\nCódigo: 03728\nTurno: D IAMTP02\nInício: 2023-02-08 16:00\nFim: 2023-02-08 17:30\nDocente: Jorge  Manuel Anacleto Louçã\n\nSemester: 2022/2023 - 2.º Semestre\nExecution  course: Development for Internet and Mobile Apps\nCode: 03728\nShift: DI AMTP02\nBegin: 2023-02-08 16:00\nEnd: 2023-02-08 17:30\nTeacher: Jorge M anuel Anacleto Louçã\n\nLOCATION:D1.07\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Wed Feb 08 16:00:00 GMT 2023,Wed Feb 08 17:30:00 GMT 2023
Desenvolvimento para A Internet e Aplicações Móveis - Development,"  for Internet and Mobile AppsSemestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Dese nvolvimento para A Internet e Aplicações Móveis\nCódigo: 03728\nTurno: D IAMTP02\nInício: 2023-02-17 13:00\nFim: 2023-02-17 14:30\nDocente: Jorge  Manuel Anacleto Louçã\n\nSemester: 2022/2023 - 2.º Semestre\nExecution  course: Development for Internet and Mobile Apps\nCode: 03728\nShift: DI AMTP02\nBegin: 2023-02-17 13:00\nEnd: 2023-02-17 14:30\nTeacher: Jorge M anuel Anacleto Louçã\n\nLOCATION:D1.05\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Fri Feb 17 13:00:00 GMT 2023,Fri Feb 17 14:30:00 GMT 2023
Arquitetura de Redes - Network Arquitectures,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Arqu itetura de Redes\nCódigo: 03708\nTurno: 03708T02\nInício: 2022-12-05 14: 30\nFim: 2022-12-05 16:00\nDocente: José André Rocha Sá Moura\n\nSemeste r: 2022/2023 - 1.º Semestre\nExecution course: Network Arquitectures\nCo de: 03708\nShift: 03708T02\nBegin: 2022-12-05 14:30\nEnd: 2022-12-05 16: 00\nTeacher: José André Rocha Sá Moura\n\nLOCATION:Auditório 2\, 2\, Edifício Sedas Nunes (ISCTE-IUL)\, ISCTE-IUL",Mon Dec 05 14:30:00 GMT 2022,Mon Dec 05 16:00:00 GMT 2022
Agentes Autónomos - Autonomous Agents,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Agen tes Autónomos\nCódigo: 03727\nTurno: 03727PL05\nInício: 2022-10-12 14:30 \nFim: 2022-10-12 16:00\nDocente: Luís Miguel Pina Coelho Teixeira Botel ho\n\nSemester: 2022/2023 - 1.º Semestre\nExecution course: Autonomous A gents\nCode: 03727\nShift: 03727PL05\nBegin: 2022-10-12 14:30\nEnd: 2022 -10-12 16:00\nTeacher: Luís Miguel Pina Coelho Teixeira Botelho\n\nLOCATION:D1.12\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Wed Oct 12 13:30:00 BST 2022,Wed Oct 12 15:00:00 BST 2022
Engenharia de Software - Software Engineering,"Semestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Enge nharia de Software\nCódigo: 03712\nTurno: EngSTP03\nInício: 2023-04-11 1 4:30\nFim: 2023-04-11 16:00\nDocente: José Vicente Pereira dos Reis\n\nS emester: 2022/2023 - 2.º Semestre\nExecution course: Software Engineerin g\nCode: 03712\nShift: EngSTP03\nBegin: 2023-04-11 14:30\nEnd: 2023-04-1 1 16:00\nTeacher: José Vicente Pereira dos Reis\n\nLOCATION:D1.02\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Tue Apr 11 13:30:00 BST 2023,Tue Apr 11 15:00:00 BST 2023
Agentes Autónomos - Autonomous Agents,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Agen tes Autónomos\nCódigo: 03727\nTurno: 03727T02\nInício: 2022-11-07 13:00\ nFim: 2022-11-07 14:30\nDocente: Luís Miguel Pina Coelho Teixeira Botelh o\n\nSemester: 2022/2023 - 1.º Semestre\nExecution course: Autonomous Ag ents\nCode: 03727\nShift: 03727T02\nBegin: 2022-11-07 13:00\nEnd: 2022-1 1-07 14:30\nTeacher: Luís Miguel Pina Coelho Teixeira Botelho\n\nLOCATION:Auditório B1.03\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Mon Nov 07 13:00:00 GMT 2022,Mon Nov 07 14:30:00 GMT 2022
Programação Concorrente e Distribuída - Concurrent and Parallel P," rogrammingSemestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Prog ramação Concorrente e Distribuída\nCódigo: L5096\nTurno: L5096T03\nIníci o: 2022-09-26 16:00\nFim: 2022-09-26 17:30\nDocente: Luís Henrique Ramil o Mota\n\nSemester: 2022/2023 - 1.º Semestre\nExecution course: Concurre nt and Parallel Programming\nCode: L5096\nShift: L5096T03\nBegin: 2022-0 9-26 16:00\nEnd: 2022-09-26 17:30\nTeacher: Luís Henrique Ramilo Mota\n\ nLOCATION:Auditório B1.03\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Mon Sep 26 15:00:00 BST 2022,Mon Sep 26 16:30:00 BST 2022
Processamento de Informação - Information Processing,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Proc essamento de Informação\nCódigo: L0779\nTurno: L0779TP02\nInício: 2022-0 9-30 16:00\nFim: 2022-09-30 17:30\nDocente: Pedro Joaquim Amaro Sebastiã o\n\nSemester: 2022/2023 - 1.º Semestre\nExecution course: Information P rocessing\nCode: L0779\nShift: L0779TP02\nBegin: 2022-09-30 16:00\nEnd:  2022-09-30 17:30\nTeacher: Pedro Joaquim Amaro Sebastião\n\nLOCATION:Auditório 1\, 1\, Edifício Sedas Nunes (ISCTE-IUL)\, ISCTE-IUL",Fri Sep 30 15:00:00 BST 2022,Fri Sep 30 16:30:00 BST 2022
Programação Concorrente e Distribuída - Concurrent and Parallel P," rogrammingSemestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Prog ramação Concorrente e Distribuída\nCódigo: L5096\nTurno: L5096TP05\nIníc io: 2022-12-13 16:00\nFim: 2022-12-13 17:30\nDocente: Caroline Conti\n\n Semester: 2022/2023 - 1.º Semestre\nExecution course: Concurrent and Par allel Programming\nCode: L5096\nShift: L5096TP05\nBegin: 2022-12-13 16:0 0\nEnd: 2022-12-13 17:30\nTeacher: Caroline Conti\n\nLOCATION:D1.01\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Tue Dec 13 16:00:00 GMT 2022,Tue Dec 13 17:30:00 GMT 2022
Arquitetura de Redes - Network Arquitectures,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Arqu itetura de Redes\nCódigo: 03708\nTurno: 03708T02\nInício: 2022-10-03 14: 30\nFim: 2022-10-03 16:00\nDocente: Rui Miguel Neto Marinheiro\n\nSemest er: 2022/2023 - 1.º Semestre\nExecution course: Network Arquitectures\nC ode: 03708\nShift: 03708T02\nBegin: 2022-10-03 14:30\nEnd: 2022-10-03 16 :00\nTeacher: Rui Miguel Neto Marinheiro\n\nLOCATION:Auditório B1.03\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Mon Oct 03 13:30:00 BST 2022,Mon Oct 03 15:00:00 BST 2022
Projeto de Integração de Sistemas de Informação Distribuídos - Di," stributed Information Systems Integration ProjectSemestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Proj eto de Integração de Sistemas de Informação Distribuídos\nCódigo: 03729\ nTurno: PISIDTP04\nInício: 2023-03-02 14:30\nFim: 2023-03-02 16:00\nDoce nte: Pedro de Paula Nogueira Ramos\n\nSemester: 2022/2023 - 2.º Semestre \nExecution course: Distributed Information Systems Integration Project\ nCode: 03729\nShift: PISIDTP04\nBegin: 2023-03-02 14:30\nEnd: 2023-03-02  16:00\nTeacher: Pedro de Paula Nogueira Ramos\n\nLOCATION:C5.01\, 5\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Thu Mar 02 14:30:00 GMT 2023,Thu Mar 02 16:00:00 GMT 2023
Desenvolvimento para A Internet e Aplicações Móveis - Development,"  for Internet and Mobile AppsSemestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Dese nvolvimento para A Internet e Aplicações Móveis\nCódigo: 03728\nTurno: D IAMTP02\nInício: 2023-05-18 16:00\nFim: 2023-05-18 17:30\nDocente: Jorge  Manuel Anacleto Louçã\n\nSemester: 2022/2023 - 2.º Semestre\nExecution  course: Development for Internet and Mobile Apps\nCode: 03728\nShift: DI AMTP02\nBegin: 2023-05-18 16:00\nEnd: 2023-05-18 17:30\nTeacher: Jorge M anuel Anacleto Louçã\n\nLOCATION:C4.05\, 4\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Thu May 18 15:00:00 BST 2023,Thu May 18 16:30:00 BST 2023
Processamento de Informação - Information Processing,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Proc essamento de Informação\nCódigo: L0779\nTurno: L0779TP02\nInício: 2022-1 0-21 16:00\nFim: 2022-10-21 17:30\nDocente: Pedro Joaquim Amaro Sebastiã o\n\nSemester: 2022/2023 - 1.º Semestre\nExecution course: Information P rocessing\nCode: L0779\nShift: L0779TP02\nBegin: 2022-10-21 16:00\nEnd:  2022-10-21 17:30\nTeacher: Pedro Joaquim Amaro Sebastião\n\nLOCATION:Auditório 1\, 1\, Edifício Sedas Nunes (ISCTE-IUL)\, ISCTE-IUL",Fri Oct 21 15:00:00 BST 2022,Fri Oct 21 16:30:00 BST 2022
Agentes Autónomos - Autonomous Agents,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Agen tes Autónomos\nCódigo: 03727\nTurno: 03727T02\nInício: 2022-11-14 13:00\ nFim: 2022-11-14 14:30\nDocente: Luís Miguel Pina Coelho Teixeira Botelh o\n\nSemester: 2022/2023 - 1.º Semestre\nExecution course: Autonomous Ag ents\nCode: 03727\nShift: 03727T02\nBegin: 2022-11-14 13:00\nEnd: 2022-1 1-14 14:30\nTeacher: Luís Miguel Pina Coelho Teixeira Botelho\n\nLOCATION:Auditório B1.03\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Mon Nov 14 13:00:00 GMT 2022,Mon Nov 14 14:30:00 GMT 2022
Projeto de Integração de Sistemas de Informação Distribuídos - Di," stributed Information Systems Integration ProjectSemestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Proj eto de Integração de Sistemas de Informação Distribuídos\nCódigo: 03729\ nTurno: PISIDT01\nInício: 2023-02-13 14:30\nFim: 2023-02-13 16:00\nDocen te: Pedro de Paula Nogueira Ramos\n\nSemester: 2022/2023 - 2.º Semestre\ nExecution course: Distributed Information Systems Integration Project\n Code: 03729\nShift: PISIDT01\nBegin: 2023-02-13 14:30\nEnd: 2023-02-13 1 6:00\nTeacher: Pedro de Paula Nogueira Ramos\n\nLOCATION:Auditório B1.04\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Mon Feb 13 14:30:00 GMT 2023,Mon Feb 13 16:00:00 GMT 2023
Engenharia de Software - Software Engineering,"Semestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Enge nharia de Software\nCódigo: 03712\nTurno: EngSTP03\nInício: 2023-04-11 1 3:00\nFim: 2023-04-11 14:30\nDocente: José Vicente Pereira dos Reis\n\nS emester: 2022/2023 - 2.º Semestre\nExecution course: Software Engineerin g\nCode: 03712\nShift: EngSTP03\nBegin: 2023-04-11 13:00\nEnd: 2023-04-1 1 14:30\nTeacher: José Vicente Pereira dos Reis\n\nLOCATION:D1.02\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Tue Apr 11 12:00:00 BST 2023,Tue Apr 11 13:30:00 BST 2023
Engenharia de Software - Software Engineering,"Semestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Enge nharia de Software\nCódigo: 03712\nTurno: EngSTP03\nInício: 2023-05-09 1 4:30\nFim: 2023-05-09 16:00\nDocente: Vítor Manuel Basto Fernandes\n\nSe mester: 2022/2023 - 2.º Semestre\nExecution course: Software Engineering \nCode: 03712\nShift: EngSTP03\nBegin: 2023-05-09 14:30\nEnd: 2023-05-09  16:00\nTeacher: Vítor Manuel Basto Fernandes\n\nLOCATION:D1.02\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Tue May 09 13:30:00 BST 2023,Tue May 09 15:00:00 BST 2023
Agentes Autónomos - Autonomous Agents,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Agen tes Autónomos\nCódigo: 03727\nTurno: 03727PL05\nInício: 2022-11-09 14:30 \nFim: 2022-11-09 16:00\nDocente: Luís Miguel Pina Coelho Teixeira Botel ho\n\nSemester: 2022/2023 - 1.º Semestre\nExecution course: Autonomous A gents\nCode: 03727\nShift: 03727PL05\nBegin: 2022-11-09 14:30\nEnd: 2022 -11-09 16:00\nTeacher: Luís Miguel Pina Coelho Teixeira Botelho\n\nLOCATION:C4.01\, 4\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Wed Nov 09 14:30:00 GMT 2022,Wed Nov 09 16:00:00 GMT 2022
Processamento de Informação - Information Processing,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Proc essamento de Informação\nCódigo: L0779\nTurno: L0779TP02\nInício: 2022-0 9-30 14:30\nFim: 2022-09-30 16:00\nDocente: Pedro Joaquim Amaro Sebastiã o\n\nSemester: 2022/2023 - 1.º Semestre\nExecution course: Information P rocessing\nCode: L0779\nShift: L0779TP02\nBegin: 2022-09-30 14:30\nEnd:  2022-09-30 16:00\nTeacher: Pedro Joaquim Amaro Sebastião\n\nLOCATION:Auditório 1\, 1\, Edifício Sedas Nunes (ISCTE-IUL)\, ISCTE-IUL",Fri Sep 30 13:30:00 BST 2022,Fri Sep 30 15:00:00 BST 2022
Interacção Pessoa-Máquina - Human-Computer Interaction,"Semestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Inte racção Pessoa-Máquina\nCódigo: L5316\nTurno: L5316T02\nInício: 2023-05-2 6 14:30\nFim: 2023-05-26 16:00\nDocente: Pedro Cláudio de Faria Lopes\n\ nSemester: 2022/2023 - 2.º Semestre\nExecution course: Human-Computer In teraction\nCode: L5316\nShift: L5316T02\nBegin: 2023-05-26 14:30\nEnd: 2 023-05-26 16:00\nTeacher: Pedro Cláudio de Faria Lopes\n\nLOCATION:Auditório 4\, 2\, Edifício Sedas Nunes (ISCTE-IUL)\, ISCTE-IUL",Fri May 26 13:30:00 BST 2023,Fri May 26 15:00:00 BST 2023
Agentes Autónomos - Autonomous Agents,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Agen tes Autónomos\nCódigo: 03727\nTurno: 03727T02\nInício: 2022-10-17 13:00\ nFim: 2022-10-17 14:30\nDocente: Luís Miguel Pina Coelho Teixeira Botelh o\n\nSemester: 2022/2023 - 1.º Semestre\nExecution course: Autonomous Ag ents\nCode: 03727\nShift: 03727T02\nBegin: 2022-10-17 13:00\nEnd: 2022-1 0-17 14:30\nTeacher: Luís Miguel Pina Coelho Teixeira Botelho\n\nLOCATION:Auditório B1.03\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Mon Oct 17 12:00:00 BST 2022,Mon Oct 17 13:30:00 BST 2022
Processamento de Informação - Information Processing,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Proc essamento de Informação\nCódigo: L0779\nTurno: L0779TP02\nInício: 2022-0 9-16 14:30\nFim: 2022-09-16 16:00\nDocente: Pedro Joaquim Amaro Sebastiã o\n\nSemester: 2022/2023 - 1.º Semestre\nExecution course: Information P rocessing\nCode: L0779\nShift: L0779TP02\nBegin: 2022-09-16 14:30\nEnd:  2022-09-16 16:00\nTeacher: Pedro Joaquim Amaro Sebastião\n\nLOCATION:Auditório 1\, 1\, Edifício Sedas Nunes (ISCTE-IUL)\, ISCTE-IUL",Fri Sep 16 13:30:00 BST 2022,Fri Sep 16 15:00:00 BST 2022
Engenharia de Software - Software Engineering,"Semestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Enge nharia de Software\nCódigo: 03712\nTurno: EngSTP03\nInício: 2023-03-21 1 3:00\nFim: 2023-03-21 14:30\nDocente: Fernando Manuel Pereira da Costa B rito e Abreu\n\nSemester: 2022/2023 - 2.º Semestre\nExecution course: So ftware Engineering\nCode: 03712\nShift: EngSTP03\nBegin: 2023-03-21 13:0 0\nEnd: 2023-03-21 14:30\nTeacher: Fernando Manuel Pereira da Costa Brit o e Abreu\n\nLOCATION:D1.02\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Tue Mar 21 13:00:00 GMT 2023,Tue Mar 21 14:30:00 GMT 2023
Processamento de Informação - Information Processing,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Proc essamento de Informação\nCódigo: L0779\nTurno: L0779TP02\nInício: 2022-1 1-11 14:30\nFim: 2022-11-11 16:00\nDocente: Pedro Joaquim Amaro Sebastiã o\n\nSemester: 2022/2023 - 1.º Semestre\nExecution course: Information P rocessing\nCode: L0779\nShift: L0779TP02\nBegin: 2022-11-11 14:30\nEnd:  2022-11-11 16:00\nTeacher: Pedro Joaquim Amaro Sebastião\n\nLOCATION:Auditório 1\, 1\, Edifício Sedas Nunes (ISCTE-IUL)\, ISCTE-IUL",Fri Nov 11 14:30:00 GMT 2022,Fri Nov 11 16:00:00 GMT 2022
Engenharia de Software - Software Engineering,"Semestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Enge nharia de Software\nCódigo: 03712\nTurno: EngSTP03\nInício: 2023-03-07 1 4:30\nFim: 2023-03-07 16:00\nDocente: Fernando Manuel Pereira da Costa B rito e Abreu\n\nSemester: 2022/2023 - 2.º Semestre\nExecution course: So ftware Engineering\nCode: 03712\nShift: EngSTP03\nBegin: 2023-03-07 14:3 0\nEnd: 2023-03-07 16:00\nTeacher: Fernando Manuel Pereira da Costa Brit o e Abreu\n\nLOCATION:D1.02\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Tue Mar 07 14:30:00 GMT 2023,Tue Mar 07 16:00:00 GMT 2023
Descoberta e Extração de Conhecimento de Dados - Knowledge Discov," ery and Extraction From DataSemestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Desc oberta e Extração de Conhecimento de Dados\nCódigo: 03749\nTurno: DECDTP 03\nInício: 2023-03-08 19:30\nFim: 2023-03-08 21:00\nDocente: Ricardo Da niel Santos Faro Marques Ribeiro\n\nSemester: 2022/2023 - 2.º Semestre\n Execution course: Knowledge Discovery and Extraction From Data\nCode: 03 749\nShift: DECDTP03\nBegin: 2023-03-08 19:30\nEnd: 2023-03-08 21:00\nTe acher: Ricardo Daniel Santos Faro Marques Ribeiro\n\nLOCATION:C6.02\, 6\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Wed Mar 08 19:30:00 GMT 2023,Wed Mar 08 21:00:00 GMT 2023
Interacção Pessoa-Máquina - Human-Computer Interaction,"Semestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Inte racção Pessoa-Máquina\nCódigo: L5316\nTurno: L5316T02\nInício: 2023-05-0 5 14:30\nFim: 2023-05-05 16:00\nDocente: Pedro Cláudio de Faria Lopes\n\ nSemester: 2022/2023 - 2.º Semestre\nExecution course: Human-Computer In teraction\nCode: L5316\nShift: L5316T02\nBegin: 2023-05-05 14:30\nEnd: 2 023-05-05 16:00\nTeacher: Pedro Cláudio de Faria Lopes\n\nLOCATION:C6.10\, 6\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Fri May 05 13:30:00 BST 2023,Fri May 05 15:00:00 BST 2023
Programação Concorrente e Distribuída - Concurrent and Parallel P," rogrammingSemestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Prog ramação Concorrente e Distribuída\nCódigo: L5096\nTurno: L5096TP05\nIníc io: 2022-11-22 14:30\nFim: 2022-11-22 16:00\nDocente: Caroline Conti\n\n Semester: 2022/2023 - 1.º Semestre\nExecution course: Concurrent and Par allel Programming\nCode: L5096\nShift: L5096TP05\nBegin: 2022-11-22 14:3 0\nEnd: 2022-11-22 16:00\nTeacher: Caroline Conti\n\nLOCATION:C5.09\, 5\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Tue Nov 22 14:30:00 GMT 2022,Tue Nov 22 16:00:00 GMT 2022
Programação Concorrente e Distribuída - Concurrent and Parallel P," rogrammingSemestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Prog ramação Concorrente e Distribuída\nCódigo: L5096\nTurno: L5096TP05\nIníc io: 2022-10-25 14:30\nFim: 2022-10-25 16:00\nDocente: Caroline Conti\n\n Semester: 2022/2023 - 1.º Semestre\nExecution course: Concurrent and Par allel Programming\nCode: L5096\nShift: L5096TP05\nBegin: 2022-10-25 14:3 0\nEnd: 2022-10-25 16:00\nTeacher: Caroline Conti\n\nLOCATION:C5.09\, 5\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Tue Oct 25 13:30:00 BST 2022,Tue Oct 25 15:00:00 BST 2022
Interacção Pessoa-Máquina - Human-Computer Interaction,"Semestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Inte racção Pessoa-Máquina\nCódigo: L5316\nTurno: L5316TP04\nInício: 2023-04- 19 13:00\nFim: 2023-04-19 14:30\nDocente: Pedro Figueiredo Santana\n\nSe mester: 2022/2023 - 2.º Semestre\nExecution course: Human-Computer Inter action\nCode: L5316\nShift: L5316TP04\nBegin: 2023-04-19 13:00\nEnd: 202 3-04-19 14:30\nTeacher: Pedro Figueiredo Santana\n\nLOCATION:C2.01\, 2\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Wed Apr 19 12:00:00 BST 2023,Wed Apr 19 13:30:00 BST 2023
Interacção Pessoa-Máquina - Human-Computer Interaction,"Semestre: 2022/2023 - 2.º Semestre\nUnidade de execução: Inte racção Pessoa-Máquina\nCódigo: L5316\nTurno: L5316TP04\nInício: 2023-05- 03 13:00\nFim: 2023-05-03 14:30\nDocente: Pedro Figueiredo Santana\n\nSe mester: 2022/2023 - 2.º Semestre\nExecution course: Human-Computer Inter action\nCode: L5316\nShift: L5316TP04\nBegin: 2023-05-03 13:00\nEnd: 202 3-05-03 14:30\nTeacher: Pedro Figueiredo Santana\n\nLOCATION:C2.02\, 2\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Wed May 03 12:00:00 BST 2023,Wed May 03 13:30:00 BST 2023
Agentes Autónomos - Autonomous Agents,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Agen tes Autónomos\nCódigo: 03727\nTurno: 03727T02\nInício: 2022-09-26 13:00\ nFim: 2022-09-26 14:30\nDocente: Luís Miguel Pina Coelho Teixeira Botelh o\n\nSemester: 2022/2023 - 1.º Semestre\nExecution course: Autonomous Ag ents\nCode: 03727\nShift: 03727T02\nBegin: 2022-09-26 13:00\nEnd: 2022-0 9-26 14:30\nTeacher: Luís Miguel Pina Coelho Teixeira Botelho\n\nLOCATION:Auditório B1.03\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Mon Sep 26 12:00:00 BST 2022,Mon Sep 26 13:30:00 BST 2022
Arquitetura de Redes - Network Arquitectures,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Arqu itetura de Redes\nCódigo: 03708\nTurno: 03708T02\nInício: 2022-11-21 14: 30\nFim: 2022-11-21 16:00\nDocente: José André Rocha Sá Moura\n\nSemeste r: 2022/2023 - 1.º Semestre\nExecution course: Network Arquitectures\nCo de: 03708\nShift: 03708T02\nBegin: 2022-11-21 14:30\nEnd: 2022-11-21 16: 00\nTeacher: José André Rocha Sá Moura\n\nLOCATION:Auditório B1.03\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Mon Nov 21 14:30:00 GMT 2022,Mon Nov 21 16:00:00 GMT 2022
Introdução à Ciência de Dados - Introduction to Data Science,"Semestre: 2022/2023 - 1.º Semestre\nUnidade de execução: Intr odução à Ciência de Dados\nCódigo: 03583\nTurno: 03583TP04\nInício: 2022 -10-19 18:00\nFim: 2022-10-19 19:30\nDocente: Maria do Carmo Severino Du arte Grilo Botelho\n\nSemester: 2022/2023 - 1.º Semestre\nExecution cour se: Introduction to Data Science\nCode: 03583\nShift: 03583TP04\nBegin:  2022-10-19 18:00\nEnd: 2022-10-19 19:30\nTeacher: Maria do Carmo Severin o Duarte Grilo Botelho\n\nLOCATION:D1.02\, 1\, Edifício II (ISCTE-IUL)\, ISCTE-IUL",Wed Oct 19 17:00:00 BST 2022,Wed Oct 19 18:30:00 BST 2022
